InvoiceNo,TransactionDate,Location,CustomerCode,CustomerName,ItemCategory,ItemCode,ItemName,Unit,Weight,BatchNo,CostPrice,SaleBonusQty,SaleQty,TotalSaleQuantity,SalePrice,Sale Amount,SaleReturnQuantity,StockInQuantity,,,,,"SELECT InvoiceNo=s.InvoiceNo, InvoiceDate=CONVERT(nvarchar(12), s.InvoiceDate, 106)"
2673,31-Mar-22,Padma,695,M/S Eshan Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,10,10,440,4400,,,,,,,
2734,31-Mar-22,Surma,201,M/S Hasin Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,2,50,52,440,22000,,,,,,,
2708,31-Mar-22,Gumti,79,M/S Zarif Agro Complex & Medicine Corner,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,15,15,440,6600,,,,,,,
2658,30-Mar-22,Corporate,443,Fishtech Golda Hatchery,Aqua Product,12,Algaenill 01ltr,pcs,1000 gm,26112101,267,0,20,20,600,12000,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,13,Antistress 100gm,pcs,100 gm,26112102,41,0,1,1,160,160,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,409434,430,0,10,10,1095,10950,,,,,,,
2639,30-Mar-22,Rupsha,329,M/S Arpa Enterprise,Aqua Product,14,Aqua Magic Plus  05 kg,pcs,5000 gm,409434,430,0,1,1,1095,1095,,,,,,,
2655,30-Mar-22,Brahmaputra,477,M/S Ma Poultry And Fish Feed (Purbodhola),Aqua Product,15,Biocult 02kg,pcs,2000 gm,1296,430,8,80,88,990,79200,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,17,Bio-Premix 22 (1kg),pcs,1000 gm,"0408841, 0408842, 0408843, 0408844",181,0,20,20,350,7000,,,,,,,
2645,30-Mar-22,Surma,201,M/S Hasin Traders,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,0,10,10,210,2100,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,0,1,1,210,210,,,,,,,
2632,30-Mar-22,Karatoa,568,M/S Vai Vai Matshow Khaddo Vander-Paroil,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,2,30,32,210,6300,,,,,,,
2633,30-Mar-22,Karatoa,473,M/S S M Shia Traders,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,1,15,16,210,3150,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,0,5,5,210,1050,,,,,,,
2645,30-Mar-22,Surma,201,M/S Hasin Traders,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,0,10,10,470,4700,,,,,,,
2639,30-Mar-22,Rupsha,329,M/S Arpa Enterprise,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,0,10,10,470,4700,,,,,,,
2647,30-Mar-22,Gumti,297,M/S Rupali Matshaw Hatchery,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,15,150,165,470,70500,,,,,,,
2644,30-Mar-22,Gumti,78,M/S Abdullah Agro,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,1,20,21,470,9400,,,,,,,
2646,30-Mar-22,Gumti,699,M/S New Mostofa Fish Feed,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,4,50,54,470,23500,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,0,5,5,470,2350,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,0,1,1,470,470,,,,,,,
2637,30-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Fish Feed,74,De Heus 9100 (1.5mm) 20kg,pcs,20000 gm,2611210004,1908,0,5,5,2500,12500,,,,,,,
2635,30-Mar-22,Turag,557,M/S Raj Motsho Khamar,Fish Feed,73,De Heus 9100 (1mm) 20kg,pcs,20000 gm,2611210003,1925,0,10,10,2560,25600,,,,,,,
2637,30-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Fish Feed,79,De Heus 9101 (1.5mm) 20kg,pcs,20000 gm,44211014007,1628,1,20,21,2080,41600,,,,,,,
2635,30-Mar-22,Turag,557,M/S Raj Motsho Khamar,Fish Feed,79,De Heus 9101 (1.5mm) 20kg,pcs,20000 gm,44211014007,1628,0,15,15,2080,31200,,,,,,,
2665,30-Mar-22,Padma,389,M/S Hawa Enterprise,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,4,30,34,600,18000,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,1,10,11,600,6000,,,,,,,
2660,30-Mar-22,Kopotakkho,57,M/S Maa Enterprise,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,6,50,56,600,30000,,,,,,,
2643,30-Mar-22,Gumti,49,M/S Khan Brothers,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,1,10,11,600,6000,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,0,1,1,600,600,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,0,5,5,600,3000,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10549,114,0,1,1,250,250,,,,,,,
2639,30-Mar-22,Rupsha,329,M/S Arpa Enterprise,Aqua Product,29,Extramin 3kg,pcs,3000 gm,"TB10516, TB10517, TB10519, TB10520, TB10521",1613,0,1,1,3245,3245,,,,,,,
2642,30-Mar-22,Kirtonkhola,394,M/S Abib Enterprise,Aqua Product,102,Fastzyme Plus 5kg Container,pcs,5000 gm,PHY-01,330,0,1,1,2675,2675,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,26112118,147,1,20,21,480,9600,,,,,,,
2640,30-Mar-22,Rupsha,218,M/S Satota Banizjo Vander,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,26112118,147,0,20,20,480,9600,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2012,147,0,5,5,480,2400,,,,,,,
2631,30-Mar-22,Karatoa,644,M/S Kitnashok Corner,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,26112118,147,0,29,29,480,13920,,,,,,,
2631,30-Mar-22,Karatoa,644,M/S Kitnashok Corner,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,2012,147,5,31,36,480,14880,,,,,,,
2649,30-Mar-22,Padma,700,Taherpur- M/S Vai Vai Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,5,60,65,895,53700,,,,,,,
2650,30-Mar-22,Padma,360,M/S Rayhan Motsho Khamar,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,3,40,43,895,35800,,,,,,,
2666,30-Mar-22,Padma,670,M/S R.B Trading,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,10,100,110,895,89500,,,,,,,
2623,30-Mar-22,Surma,254,M/S Rupali Motsho Khamar,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,10,10,895,8950,,,,,,,
2640,30-Mar-22,Rupsha,218,M/S Satota Banizjo Vander,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,20,20,895,17900,,,,,,,
2651,30-Mar-22,Kirtonkhola,701,M/S Hazi Agro Farm,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,2,2,895,1790,,,,,,,
2652,30-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,0,18,18,680,12240,,,,,,,
2629,30-Mar-22,Brahmaputra,281,M/S Mostafa & Brothers,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,0,10,10,680,6800,,,,,,,
2634,30-Mar-22,Karatoa,246,M/S Al-Amin Traders-Adomdighi,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,2,24,26,680,16320,,,,,,,
2665,30-Mar-22,Padma,389,M/S Hawa Enterprise,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,3,50,53,405,20250,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,1,25,26,405,10125,,,,,,,
2640,30-Mar-22,Rupsha,218,M/S Satota Banizjo Vander,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,0,25,25,405,10125,,,,,,,
2646,30-Mar-22,Gumti,699,M/S New Mostofa Fish Feed,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,0,10,10,405,4050,,,,,,,
2631,30-Mar-22,Karatoa,644,M/S Kitnashok Corner,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,1,25,26,405,10125,,,,,,,
2633,30-Mar-22,Karatoa,473,M/S S M Shia Traders,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,0,8,8,405,3240,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,0,1,1,405,405,,,,,,,
2652,30-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,45,Oxy-Gold (Granular) 1kg,pcs,1000 gm,26112124,195,0,1,1,650,650,,,,,,,
2652,30-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,0,24,24,675,16200,,,,,,,
2654,30-Mar-22,Brahmaputra,282,M/S Nur Enterprise,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,0,2,2,675,1350,,,,,,,
2628,30-Mar-22,Turag,119,M/S Dewar Enterprise,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,5,60,65,675,40500,,,,,,,
2667,30-Mar-22,Padma,302,M/S Bithi Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2651,30-Mar-22,Kirtonkhola,701,M/S Hazi Agro Farm,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,0,2,2,675,1350,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,0,1,1,675,675,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,0,5,5,675,3375,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,48,Polgard + 200ml,pcs,200 gm,144,168,1,20,21,545,10900,,,,,,,
2659,30-Mar-22,Muhuri,73,M/S Nahida Agro,Aqua Product,49,Polgard + 500ml,pcs,500 gm,145,344,20,200,220,1170,234000,,,,,,,
2657,30-Mar-22,Turag,702,M/S Amin Motso Khamar,Aqua Product,51,Pond Health  5kg Bucket,pcs,1000 gm,012103814-1,671,0,18,18,1560,28080,,,,,,,
2645,30-Mar-22,Surma,201,M/S Hasin Traders,Aqua Product,51,Pond Health  5kg Bucket,pcs,1000 gm,012103814-1,671,0,2,2,1560,3120,,,,,,,
2630,30-Mar-22,Kopotakkho,605,M/S Halder Traders 02,Aqua Product,51,Pond Health  5kg Bucket,pcs,1000 gm,012103814-1,671,0,6,6,1560,9360,,,,,,,
2645,30-Mar-22,Surma,201,M/S Hasin Traders,Aqua Product,100,Pond Health 01 kg (10kg Bucket),pcs,1000 gm,012103814-2,125,0,20,20,306,6120,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,0808781-1,86,1,25,26,315,7875,,,,,,,
2644,30-Mar-22,Gumti,78,M/S Abdullah Agro,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,0,10,10,315,3150,,,,,,,
2643,30-Mar-22,Gumti,49,M/S Khan Brothers,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,0808781-1,86,3,50,53,315,15750,,,,,,,
2636,30-Mar-22,Karatoa,698,M/S Paul Krishi Traders,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,0,10,10,315,3150,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,0,1,1,315,315,,,,,,,
2654,30-Mar-22,Brahmaputra,282,M/S Nur Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,26112132,239,0,3,3,1360,4080,,,,,,,
2648,30-Mar-22,Turag,117,M/S K.S Fish Feed,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,0808781-2,239,0,15,15,1360,20400,,,,,,,
2624,30-Mar-22,Surma,584,M/S Tahmid Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,0808781-2,239,0,6,6,1360,8160,,,,,,,
2644,30-Mar-22,Gumti,78,M/S Abdullah Agro,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,0808781-2,239,0,5,5,1360,6800,,,,,,,
2656,30-Mar-22,Brahmaputra,95,M/S Khan Agro Farm,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,26112136,41,0,100,100,210,21000,,,,,,,
2623,30-Mar-22,Surma,254,M/S Rupali Motsho Khamar,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,26112136,41,3,50,53,210,10500,,,,,,,
2653,30-Mar-22,Karatoa,159,Mr. Abdur Rashid,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,26112136,41,0,1,1,210,210,,,,,,,
2667,30-Mar-22,Padma,302,M/S Bithi Traders,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,MAP-FT-02-22,2150,0,3,3,6980,20940,,,,,,,
2661,30-Mar-22,Kopotakkho,320,M/S Joy Bijoy Traders,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,MAP-FT-02-22,2150,1,15,16,6980,104700,,,,,,,
2662,30-Mar-22,Kopotakkho,308,M/S K Zaman Traders,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,MAP-FT-02-22,2150,0,3,3,6980,20940,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,68,Viva Soil 10kg,pcs,10000 gm,MAP-FT-01-22,2150,0,3,3,6980,20940,,,,,,,
2666,30-Mar-22,Padma,670,M/S R.B Trading,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,50,50,440,22000,,,,,,,
2665,30-Mar-22,Padma,389,M/S Hawa Enterprise,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,50,50,440,22000,,,,,,,
2664,30-Mar-22,Padma,314,M/S Mohaimin Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,33,33,440,14520,,,,,,,
2663,30-Mar-22,Kopotakkho,619,M/S Jashim Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,20,20,440,8800,,,,,,,
2638,30-Mar-22,Rupsha,372,M/S Lovely Fish,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,200,200,440,67760,,,,,,,
2641,30-Mar-22,Karatoa,53,M/S Nagor Traders,Aqua Product,94,Zeolite Gold (Granular) 10kg Bag,pcs,10000 gm,2110003,195,0,100,100,440,44000,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,13,Antistress 100gm,pcs,100 gm,26112102,41,0,2,2,160,320,,,,,,,
2588,29-Mar-22,Kopotakkho,39,M/S Tonmoy Poultry,Aqua Product,15,Biocult 02kg,pcs,2000 gm,1296,430,0,1,1,990,990,,,,,,,
2612,29-Mar-22,Tista,225,M/S Gouri Traders,Aqua Product,16,Bio-Premix  22  (25kg),pcs,25000 gm,"0408845, 0408846, 0408847, 0408848",3010,0,1,1,6600,6600,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,18,Biozyme 100gm,pcs,100 gm,"0408733, 0408734, 0408735, 0408736",65,0,2,2,210,420,,,,,,,
2615,29-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,3,40,43,470,18800,,,,,,,
2626,29-Mar-22,Rupsha,293,M/S Bismillah Poultry & Telecom,Aqua Product,21,Bluemix 1kg,pcs,1000 gm,26112108,177,1,20,21,470,9400,,,,,,,
2581,29-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,22,Charger Gel 1kg,pcs,1000 gm,575,387,0,10,10,1090,10900,,,,,,,
2625,29-Mar-22,Gumti,420,M/S Tanna Enterprise,Aqua Product,22,Charger Gel 1kg,pcs,1000 gm,575,387,1,12,13,1090,13080,,,,,,,
2591,29-Mar-22,Brahmaputra,507,M/S Shams Medicine,Aqua Product,140,Danopen 20 Sol 100ml,pcs,100 gm,FT-59,403,1,12,13,890,10680,,,,,,,
2592,29-Mar-22,Brahmaputra,92,M/S Al Rafa Beej Ghor,Aqua Product,140,Danopen 20 Sol 100ml,pcs,100 gm,FT-59,403,3,36,39,890,32040,,,,,,,
2614,29-Mar-22,Corporate,443,Fishtech Golda Hatchery,Fish Feed,76,De Heus 9101 (0.5mm) 10kg,pcs,10000 gm,"44211019009, 44211019007",857,0,1,1,1250,1250,,,,,,,
2587,29-Mar-22,Karnaphuli,83,M/S  M.Rahman Agro Complex,Fish Feed,78,De Heus 9101 (1mm) 20kg,pcs,20000 gm,44211015004,1671,0,1,1,2220,2220,,,,,,,
2627,29-Mar-22,Padma,248,M/S Kristy Poultry Kits,Aqua Product,26,Ecotoxnil 01kg,pcs,1000 gm,"TB10532, B10533",774,4,30,34,2750,82500,,,,,,,
2611,29-Mar-22,Tista,291,M/S Chowdhurani Feed Corner,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,4,30,34,600,18000,,,,,,,
2615,29-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,4,30,34,600,18000,,,,,,,
2605,29-Mar-22,Muhuri,109,M/S Ayon Fisheries,Aqua Product,25,Ecotoxnil 200gm,pcs,200 gm,"TB10558, TB10559",190,4,30,34,600,18000,,,,,,,
2615,29-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10549,114,4,40,44,250,10000,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,27,Exorich 50gm,pcs,50 gm,TB10549,114,0,5,5,250,1250,,,,,,,
2619,29-Mar-22,Rupsha,363,M/S Bablu Enterprise,Aqua Product,29,Extramin 3kg,pcs,3000 gm,26112117,1613,0,1,1,3245,3245,,,,,,,
2582,29-Mar-22,Brahmaputra,696,M/S Rudela Enterprise,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,26112118,147,0,10,10,480,4800,,,,,,,
2621,29-Mar-22,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,31,Gasonex +Y 100gm,pcs,100 gm,26112118,147,0,5,5,480,2400,,,,,,,
2613,29-Mar-22,Turag,468,M/S Shariar Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,26,26,895,23270,,,,,,,
2589,29-Mar-22,Padma,490,M/S Global Agro Care,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,1,20,21,895,17900,,,,,,,
2588,29-Mar-22,Kopotakkho,39,M/S Tonmoy Poultry,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,1,1,895,895,,,,,,,
2597,29-Mar-22,Kirtonkhola,395,M/S Prottay Traders,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,1,20,21,895,17900,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,0,1,1,895,895,,,,,,,
2625,29-Mar-22,Gumti,420,M/S Tanna Enterprise,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,3,40,43,895,35800,,,,,,,
2593,29-Mar-22,Gumti,107,M/S Manik Matsho Khamar,Aqua Product,32,Gasonex +Y 200gm,pcs,200 gm,2013,241,10,100,110,895,89500,,,,,,,
2581,29-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,0,10,10,680,6800,,,,,,,
2615,29-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,2,30,32,680,20400,,,,,,,
2616,29-Mar-22,Karnaphuli,344,M/S Aziz Poultry,Aqua Product,34,Green Water 1kg (10kg Bucket),pcs,1000 gm,26112120,193,0,10,10,680,6800,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,43,Ossi C 100gm,pcs,100 gm,26112122,185,0,2,2,405,810,,,,,,,
2584,29-Mar-22,Turag,108,M/S Bashar Traders,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,26112126,236,0,150,150,660,99000,,,,,,,
2616,29-Mar-22,Karnaphuli,344,M/S Aziz Poultry,Aqua Product,99,Oxy Gold (Tablet) 01kg (10kg Bucket),pcs,1000 gm,26112126,236,0,10,10,660,6600,,,,,,,
2618,29-Mar-22,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,45,Oxy-Gold (Granular) 1kg,pcs,1000 gm,26112124,195,3,40,43,650,26000,,,,,,,
2584,29-Mar-22,Turag,108,M/S Bashar Traders,Aqua Product,45,Oxy-Gold (Granular) 1kg,pcs,1000 gm,26112124,195,0,50,50,650,32500,,,,,,,
2615,29-Mar-22,Brahmaputra,15,M/S Hoidor Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,3,40,43,675,27000,,,,,,,
2618,29-Mar-22,Brahmaputra,173,M/S Bhai Bon Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,3,40,43,675,27000,,,,,,,
2599,29-Mar-22,Kirtonkhola,180,M/S Diponkar Halder Agro Farm,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2601,29-Mar-22,Kirtonkhola,311,M/S Sowrob Traders,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2603,29-Mar-22,Kirtonkhola,174,M/S Sarder Poultry Fish Feed,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2625,29-Mar-22,Gumti,420,M/S Tanna Enterprise,Aqua Product,46,Oxy-Gold (Tablet) 1kg,pcs,1000 gm,26112125,258,1,12,13,675,8100,,,,,,,
2613,29-Mar-22,Turag,468,M/S Shariar Enterprise,Aqua Product,51,Pond Health  5kg Bucket,pcs,1000 gm,012103814-1,671,0,20,20,1560,31200,,,,,,,
2582,29-Mar-22,Brahmaputra,696,M/S Rudela Enterprise,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,0,10,10,315,3150,,,,,,,
2621,29-Mar-22,Brahmaputra,502,M/S Jewel & Brothers,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,0,11,11,315,3465,,,,,,,
2617,29-Mar-22,Rupsha,182,M/S Sharna Enterprise,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,0808781-1,86,11,100,111,315,31500,,,,,,,
2602,29-Mar-22,Karatoa,69,M/S Tasfim Traders,Aqua Product,52,Pond Safe 100ml,pcs,100 gm,26112131,86,1,24,25,315,7560,,,,,,,
2625,29-Mar-22,Gumti,420,M/S Tanna Enterprise,Aqua Product,53,Pond Safe 500ml,pcs,500 gm,0808781-2,239,1,25,26,1360,34000,,,,,,,
2619,29-Mar-22,Rupsha,363,M/S Bablu Enterprise,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,26112133,375,0,1,1,1175,1175,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,56,Rapid Grow 1kg,pcs,1000 gm,26112133,375,0,1,1,1175,1175,,,,,,,
2596,29-Mar-22,Kirtonkhola,171,M/S Mowsume Enterprise,Aqua Product,58,Sorpherol 100gm,pcs,100 gm,26112136,41,0,2,2,210,420,,,,,,,
2610,29-Mar-22,Tista,220,M/S S Zoha Enterprise,Aqua Product,98,Sorpherol 500gm,pcs,500 gm,26112137,175,1,20,21,1020,20400,,,,,,,
2620,29-Mar-22,Rupsha,363,M/S Bablu Enterprise,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,23099031-A,2750,0,1,1,3525,3525,,,,,,,
2585,29-Mar-22,Rupsha,636,M/S Mollah Enterprise-Khulna,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,23099031-A,2750,0,1,1,3525,3525,,,,,,,
2609,29-Mar-22,R&D Center,684,World Fish,Shrimp Feed,81,Titan -1 (25kg),pcs,25000 gm,26112100001,2750,0,1,1,3525,3525,,,,,,,
2622,29-Mar-22,Rupsha,697,M/S EFG Fisheries,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,23099031-B,2750,0,7,7,3525,24675,,,,,,,
2609,29-Mar-22,R&D Center,684,World Fish,Shrimp Feed,86,Titan-2 (25kg),pcs,25000 gm,26112100002,2750,0,1,1,3525,3525,,,,,,,
2622,29-Mar-22,Rupsha,697,M/S EFG Fisheries,Shrimp Feed,85,Titan-3S (25kg),pcs,25000 gm,23099031-C,2750,0,15,15,3525,52875,,,,,,,
2581,29-Mar-22,Brahmaputra,245,M/S Bismillah Drug,Aqua Product,97,Vita Power 500ml,pcs,500 gm,26112146,547,0,5,5,1080,5400,,,,,,,
